"age","education","default","balance","housing","contact","month","duration","campaign","TermDeposit"
39,"tertiary","no",-468,"yes","cellular","aug",88,2,"no"
42,"primary","no",0,"yes","unknown","may",186,2,"no"
54,"secondary","no",184,"no","cellular","aug",81,8,"no"
26,"secondary","no",0,"yes","unknown","may",180,2,"no"
45,"secondary","no",3395,"yes","cellular","nov",92,1,"no"
45,"unknown","no",816,"no","cellular","nov",279,3,"no"
42,"primary","no",692,"no","unknown","jun",207,1,"no"
59,"secondary","no",561,"no","telephone","oct",323,2,"no"
48,"secondary","no",7373,"yes","unknown","may",126,1,"no"
45,"secondary","no",9077,"yes","unknown","may",139,1,"no"
56,"unknown","no",789,"yes","cellular","may",1022,1,"no"
32,"tertiary","no",99,"no","cellular","aug",49,35,"no"
40,"secondary","no",4853,"no","cellular","jul",234,2,"no"
37,"tertiary","no",447,"yes","unknown","may",1170,1,"no"
49,"secondary","no",322,"no","cellular","aug",356,2,"no"
56,"primary","no",871,"no","telephone","jul",149,1,"no"
31,"secondary","no",20,"no","cellular","jan",304,1,"no"
54,"secondary","no",653,"yes","unknown","may",352,1,"no"
35,"secondary","no",2823,"yes","cellular","jun",102,4,"no"
49,"secondary","no",23,"no","cellular","nov",221,2,"no"
57,"secondary","no",28,"yes","cellular","may",163,1,"no"
33,"secondary","no",1536,"no","cellular","feb",359,1,"yes"
47,"primary","no",-301,"yes","cellular","may",277,1,"no"
32,"secondary","no",2746,"no","cellular","jan",432,1,"no"
53,"tertiary","no",20772,"no","cellular","feb",715,1,"no"
59,"secondary","no",3562,"no","cellular","aug",121,1,"no"
34,"tertiary","no",13014,"no","cellular","aug",738,1,"yes"
44,"primary","no",26,"yes","cellular","jul",952,2,"no"
40,"secondary","no",3430,"yes","cellular","nov",1855,3,"no"
36,"tertiary","no",22,"no","cellular","oct",91,2,"no"
35,"tertiary","no",24,"yes","cellular","aug",174,2,"no"
37,"secondary","no",-38,"yes","cellular","may",165,1,"no"
37,"secondary","no",-296,"yes","cellular","apr",81,1,"no"
71,"primary","no",2171,"no","cellular","mar",625,4,"no"
30,"secondary","no",8,"no","cellular","aug",28,17,"no"
40,"primary","no",858,"yes","unknown","may",173,1,"no"
30,"secondary","no",658,"yes","cellular","jul",212,1,"no"
35,"tertiary","no",1473,"yes","unknown","may",84,3,"no"
55,"tertiary","no",41923,"no","cellular","aug",69,3,"no"
60,"secondary","no",259,"no","cellular","jul",396,1,"yes"
29,"tertiary","no",437,"no","cellular","aug",504,1,"yes"
90,"secondary","no",1,"no","cellular","feb",152,3,"yes"
46,"unknown","no",1527,"yes","unknown","may",269,1,"no"
32,"secondary","no",9049,"yes","cellular","nov",536,1,"no"
50,"secondary","no",2013,"no","cellular","jul",226,1,"no"
35,"secondary","no",0,"yes","cellular","may",121,2,"no"
38,"tertiary","no",8,"yes","cellular","jul",219,2,"no"
46,"primary","no",5130,"yes","cellular","may",181,1,"no"
47,"secondary","no",57,"no","cellular","may",253,1,"no"
37,"tertiary","no",2317,"yes","cellular","apr",114,1,"no"
40,"secondary","no",879,"yes","unknown","may",248,3,"no"
28,"secondary","no",171,"no","cellular","jun",324,1,"yes"
30,"tertiary","no",2351,"no","cellular","jul",91,13,"no"
54,"secondary","no",882,"yes","cellular","may",217,1,"no"
55,"unknown","no",240,"yes","cellular","aug",108,3,"yes"
31,"tertiary","no",229,"no","cellular","jan",184,1,"no"
52,"secondary","no",8979,"yes","telephone","nov",72,3,"no"
42,"unknown","no",942,"no","cellular","jan",245,1,"yes"
37,"tertiary","no",836,"yes","unknown","may",129,2,"no"
27,"secondary","no",3305,"no","cellular","jul",78,3,"no"
38,"tertiary","no",1187,"yes","cellular","feb",157,1,"no"
45,"secondary","no",-221,"yes","unknown","jun",170,1,"no"
40,"secondary","no",0,"no","cellular","aug",674,2,"yes"
50,"secondary","no",231,"yes","cellular","nov",397,2,"no"
31,"secondary","no",1015,"no","cellular","jan",100,1,"no"
60,"tertiary","no",2934,"no","cellular","aug",233,2,"no"
37,"tertiary","no",8564,"yes","cellular","may",211,2,"no"
33,"secondary","no",479,"yes","unknown","may",74,5,"no"
27,"secondary","no",691,"yes","unknown","jun",418,2,"no"
31,"tertiary","no",6,"no","cellular","aug",243,2,"no"
39,"secondary","no",1957,"yes","cellular","apr",350,1,"no"
43,"secondary","no",484,"yes","cellular","may",180,2,"no"
28,"secondary","no",34,"yes","unknown","may",136,4,"no"
34,"secondary","no",67,"yes","unknown","may",672,3,"no"
34,"tertiary","no",161,"yes","cellular","jul",378,1,"no"
38,"tertiary","no",202,"no","cellular","aug",1311,2,"yes"
33,"secondary","no",39,"yes","unknown","jun",66,4,"no"
23,"tertiary","no",993,"no","cellular","oct",409,1,"no"
53,"tertiary","no",1061,"no","cellular","jun",139,2,"no"
57,"primary","no",698,"no","telephone","jun",53,2,"no"
51,"secondary","no",3370,"yes","cellular","may",59,1,"no"
50,"secondary","no",4855,"no","cellular","aug",720,2,"yes"
58,"secondary","no",2739,"yes","cellular","jul",86,6,"no"
27,"tertiary","no",1526,"yes","unknown","jun",342,10,"no"
60,"secondary","no",-46,"no","unknown","may",132,2,"no"
32,"secondary","no",923,"yes","cellular","apr",819,4,"no"
28,"tertiary","no",0,"no","telephone","may",198,2,"no"
32,"primary","no",473,"yes","unknown","may",204,2,"no"
27,"secondary","no",48,"no","cellular","jul",152,6,"no"
38,"unknown","no",1923,"no","cellular","jul",331,4,"no"
36,"tertiary","no",6138,"yes","cellular","nov",358,4,"no"
36,"secondary","no",2843,"no","cellular","aug",186,1,"yes"
44,"secondary","no",736,"yes","telephone","may",210,2,"no"
25,"unknown","no",329,"yes","unknown","may",158,2,"no"
30,"secondary","no",282,"yes","unknown","may",148,2,"no"
41,"primary","no",340,"no","unknown","jun",37,3,"no"
49,"primary","no",563,"no","unknown","jun",84,1,"no"
32,"tertiary","no",1962,"no","cellular","jan",130,1,"no"
44,"primary","yes",-43,"yes","cellular","feb",290,6,"no"
47,"unknown","no",12245,"no","cellular","jul",1103,3,"no"
48,"secondary","no",4300,"yes","cellular","aug",99,6,"no"
39,"secondary","no",1385,"yes","telephone","jul",446,1,"no"
36,"tertiary","no",62,"no","cellular","nov",50,2,"no"
66,"secondary","no",3473,"no","cellular","apr",441,2,"no"
35,"primary","no",1347,"yes","cellular","apr",360,1,"no"
56,"tertiary","no",79,"no","cellular","aug",82,2,"no"
34,"secondary","no",13408,"no","cellular","apr",647,2,"no"
50,"unknown","no",4666,"no","cellular","nov",11,3,"no"
43,"primary","no",0,"yes","cellular","aug",152,3,"no"
41,"secondary","no",280,"yes","cellular","jun",88,1,"no"
52,"tertiary","no",876,"no","cellular","may",601,3,"yes"
39,"secondary","no",-1451,"yes","cellular","jul",65,5,"no"
47,"secondary","no",1059,"yes","cellular","nov",58,1,"no"
40,"tertiary","no",693,"no","cellular","jan",427,1,"no"
37,"secondary","no",35,"yes","unknown","may",73,6,"no"
35,"primary","no",109,"yes","unknown","may",83,2,"no"
50,"secondary","no",128,"no","cellular","aug",173,1,"no"
34,"tertiary","no",-292,"yes","cellular","aug",181,6,"no"
50,"primary","no",-75,"no","telephone","jul",233,7,"no"
42,"tertiary","no",2110,"no","cellular","nov",67,1,"no"
54,"secondary","yes",0,"yes","unknown","may",138,3,"no"
32,"secondary","no",157,"yes","unknown","may",315,1,"no"
33,"secondary","no",0,"no","cellular","jul",453,3,"no"
28,"secondary","no",-97,"no","cellular","jul",96,4,"no"
77,"secondary","no",0,"no","cellular","sep",210,1,"yes"
41,"secondary","no",618,"no","cellular","feb",1056,1,"no"
41,"tertiary","no",-326,"yes","unknown","may",86,2,"no"
54,"tertiary","no",2152,"no","cellular","may",226,3,"no"
54,"secondary","no",785,"yes","unknown","may",86,2,"no"
43,"tertiary","no",3157,"no","cellular","apr",381,2,"no"
26,"secondary","no",-116,"yes","unknown","may",208,1,"no"
28,"tertiary","no",510,"yes","cellular","feb",110,2,"no"
58,"secondary","no",5523,"no","unknown","jun",141,1,"no"
35,"tertiary","no",-269,"yes","cellular","may",344,4,"no"
30,"tertiary","no",256,"yes","unknown","jun",276,2,"no"
59,"primary","no",927,"no","cellular","aug",1934,2,"no"
27,"secondary","no",100,"yes","cellular","may",177,4,"no"
59,"tertiary","no",381,"yes","unknown","may",422,4,"no"
60,"primary","no",83,"yes","cellular","jul",302,2,"no"
49,"primary","no",266,"yes","unknown","jun",39,2,"no"
29,"secondary","no",493,"yes","unknown","jun",132,6,"no"
25,"secondary","no",-352,"no","cellular","jul",246,1,"no"
45,"secondary","no",245,"yes","cellular","jul",76,3,"no"
56,"tertiary","no",2366,"yes","cellular","feb",538,2,"no"
36,"secondary","no",264,"yes","cellular","jul",482,1,"no"
52,"tertiary","no",646,"yes","cellular","apr",220,1,"no"
54,"tertiary","no",11246,"no","cellular","nov",122,2,"no"
37,"tertiary","no",129,"no","cellular","aug",128,2,"no"
37,"secondary","no",793,"no","cellular","oct",130,1,"no"
41,"secondary","no",256,"no","unknown","jun",91,1,"no"
55,"tertiary","no",440,"no","unknown","may",556,1,"no"
46,"tertiary","no",0,"no","unknown","may",70,2,"no"
30,"secondary","no",276,"no","cellular","aug",159,5,"no"
30,"secondary","no",-393,"yes","cellular","jul",435,1,"yes"
34,"tertiary","no",115,"yes","cellular","apr",117,3,"no"
55,"secondary","yes",-404,"yes","cellular","jul",502,3,"no"
35,"tertiary","no",1011,"yes","cellular","apr",36,2,"no"
59,"tertiary","no",3390,"no","cellular","jul",43,2,"no"
51,"secondary","no",463,"yes","cellular","jul",114,4,"no"
56,"tertiary","no",6475,"no","cellular","jul",200,3,"no"
32,"secondary","no",-34,"yes","unknown","may",1236,2,"yes"
20,"primary","no",6991,"no","cellular","aug",178,2,"yes"
52,"secondary","no",10021,"no","cellular","nov",174,1,"no"
38,"secondary","no",-453,"no","cellular","aug",15,9,"no"
27,"tertiary","yes",-308,"yes","unknown","may",213,16,"no"
60,"secondary","no",5632,"yes","cellular","jul",380,7,"no"
59,"primary","no",396,"yes","unknown","jun",72,3,"no"
53,"primary","no",25,"yes","unknown","may",266,3,"no"
43,"tertiary","no",36,"no","cellular","may",118,1,"no"
36,"tertiary","no",301,"yes","unknown","may",1581,2,"no"
59,"primary","no",0,"no","cellular","feb",173,1,"no"
61,"secondary","no",86,"no","cellular","oct",149,1,"yes"
33,"tertiary","no",584,"yes","cellular","aug",508,5,"no"
57,"secondary","no",6164,"no","cellular","nov",161,2,"no"
22,"primary","no",-168,"yes","unknown","may",160,3,"no"
29,"tertiary","no",241,"no","cellular","feb",7,5,"no"
33,"secondary","no",-333,"yes","cellular","jul",329,5,"no"
53,"secondary","no",708,"yes","unknown","may",631,3,"no"
50,"unknown","no",4861,"no","cellular","nov",256,2,"no"
39,"secondary","no",3870,"yes","cellular","apr",72,1,"no"
57,"tertiary","no",412,"no","cellular","nov",123,1,"no"
37,"secondary","no",414,"no","cellular","jan",293,2,"no"
38,"secondary","no",566,"yes","cellular","may",44,2,"no"
28,"tertiary","no",12956,"yes","cellular","jul",940,1,"yes"
60,"tertiary","no",380,"no","cellular","jul",219,1,"no"
35,"secondary","no",6411,"yes","cellular","jan",144,1,"no"
52,"secondary","no",2851,"no","telephone","feb",35,1,"no"
37,"unknown","no",-1050,"yes","unknown","jun",548,2,"no"
47,"unknown","no",11,"no","cellular","aug",455,4,"no"
43,"tertiary","no",2616,"yes","cellular","aug",301,5,"no"
36,"secondary","no",1295,"no","cellular","nov",1192,1,"yes"
52,"secondary","no",11,"yes","unknown","may",420,1,"no"
49,"secondary","no",-203,"yes","unknown","may",364,2,"no"
37,"tertiary","no",361,"no","cellular","aug",174,2,"no"
35,"secondary","no",-51,"no","unknown","jul",134,2,"no"
39,"secondary","no",625,"yes","cellular","apr",185,1,"no"
33,"tertiary","no",307,"no","cellular","jul",113,6,"no"
43,"secondary","no",90,"yes","cellular","apr",54,2,"no"
44,"primary","no",2791,"no","unknown","jun",335,1,"no"
28,"tertiary","no",385,"no","cellular","feb",79,4,"no"
30,"secondary","no",675,"yes","unknown","may",232,1,"no"
33,"secondary","no",1029,"yes","cellular","feb",345,5,"no"
29,"unknown","no",2929,"no","cellular","aug",91,1,"no"
50,"secondary","no",170,"yes","unknown","may",234,13,"no"
30,"secondary","no",148,"yes","cellular","may",115,5,"no"
28,"tertiary","no",4985,"yes","cellular","aug",108,2,"no"
37,"tertiary","no",727,"no","cellular","aug",176,10,"no"
26,"secondary","no",274,"no","cellular","apr",351,3,"yes"
55,"tertiary","no",639,"yes","telephone","may",992,5,"no"
40,"secondary","no",351,"no","cellular","jul",139,1,"no"
48,"secondary","no",359,"yes","unknown","may",374,1,"no"
34,"unknown","no",5901,"no","cellular","jan",211,1,"no"
39,"secondary","no",1317,"no","unknown","jun",42,4,"no"
48,"primary","no",26,"yes","unknown","may",311,3,"no"
36,"tertiary","no",571,"yes","cellular","jul",46,3,"no"
24,"secondary","no",167,"no","cellular","feb",134,2,"yes"
30,"secondary","no",1310,"no","telephone","oct",3284,1,"no"
41,"primary","no",1316,"yes","cellular","apr",127,3,"no"
33,"tertiary","no",4054,"yes","cellular","jul",633,1,"no"
33,"secondary","no",745,"yes","unknown","may",115,4,"no"
44,"secondary","no",577,"yes","unknown","may",199,3,"no"
38,"tertiary","no",0,"no","cellular","jul",77,3,"no"
32,"secondary","no",305,"yes","cellular","nov",73,1,"no"
41,"secondary","no",75,"yes","unknown","jul",479,9,"yes"
37,"secondary","no",79,"no","cellular","jul",110,2,"no"
46,"primary","no",355,"yes","unknown","may",320,1,"no"
53,"primary","no",1301,"no","cellular","aug",164,1,"no"
37,"secondary","no",96,"no","cellular","feb",102,1,"no"
35,"secondary","no",-557,"yes","unknown","may",249,1,"no"
36,"secondary","no",300,"no","unknown","jun",287,1,"no"
48,"primary","no",5908,"no","unknown","jun",192,4,"no"
38,"primary","no",433,"no","cellular","nov",81,2,"no"
54,"tertiary","no",990,"no","cellular","jun",244,2,"yes"
51,"tertiary","no",0,"no","cellular","jul",574,2,"yes"
37,"tertiary","no",404,"yes","cellular","jul",55,10,"no"
44,"primary","yes",-119,"yes","unknown","jun",132,5,"no"
32,"secondary","no",-33,"yes","unknown","may",234,3,"no"
51,"secondary","no",2007,"yes","cellular","aug",1226,3,"yes"
58,"primary","no",0,"no","telephone","aug",176,5,"no"
38,"primary","no",522,"yes","unknown","jun",156,1,"no"
75,"secondary","no",291,"no","cellular","aug",350,1,"yes"
38,"tertiary","no",334,"yes","cellular","aug",139,2,"no"
37,"secondary","no",77,"yes","unknown","may",381,7,"no"
33,"secondary","no",92,"no","cellular","jul",157,3,"no"
32,"unknown","no",-301,"yes","cellular","may",176,2,"no"
52,"secondary","no",234,"no","cellular","nov",208,1,"no"
22,"primary","no",423,"no","cellular","jul",316,1,"yes"
51,"tertiary","no",9864,"no","cellular","aug",69,4,"no"
40,"primary","no",0,"yes","unknown","may",463,1,"no"
38,"primary","no",162,"yes","unknown","may",200,2,"no"
54,"secondary","no",1145,"yes","cellular","may",178,3,"no"
33,"secondary","no",181,"yes","telephone","jul",265,2,"no"
54,"unknown","no",2564,"no","unknown","jun",134,1,"no"
31,"secondary","no",506,"no","cellular","aug",43,4,"no"
43,"primary","no",445,"yes","unknown","sep",173,1,"no"
61,"tertiary","no",87,"yes","cellular","feb",190,2,"no"
32,"secondary","no",59,"yes","cellular","may",345,1,"no"
33,"secondary","no",557,"yes","cellular","nov",89,1,"no"
34,"tertiary","no",144,"yes","cellular","apr",115,16,"no"
30,"secondary","no",0,"yes","cellular","may",131,6,"no"
53,"tertiary","no",1691,"no","unknown","may",916,2,"no"
41,"primary","no",216,"no","cellular","jun",577,3,"yes"
38,"tertiary","no",0,"no","cellular","aug",101,4,"no"
25,"tertiary","no",155,"yes","telephone","jul",193,3,"no"
46,"secondary","no",35,"no","unknown","may",84,2,"no"
40,"tertiary","no",250,"yes","cellular","apr",107,1,"no"
41,"secondary","no",1088,"yes","cellular","jan",138,1,"no"
26,"primary","no",-35,"no","cellular","jul",243,1,"no"
31,"secondary","no",23,"no","cellular","aug",322,7,"no"
37,"secondary","no",14,"no","unknown","jun",22,1,"no"
38,"tertiary","no",6742,"no","cellular","nov",8,2,"no"
31,"tertiary","no",0,"no","unknown","jun",31,5,"no"
48,"primary","no",244,"yes","cellular","may",54,5,"no"
56,"primary","no",0,"no","unknown","jun",82,2,"no"
35,"secondary","no",-172,"yes","cellular","jul",14,32,"no"
45,"primary","no",0,"no","unknown","jun",74,2,"no"
59,"primary","no",-138,"yes","unknown","may",89,4,"no"
32,"primary","no",1076,"yes","unknown","may",67,1,"no"
50,"secondary","no",116,"yes","cellular","may",40,2,"no"
48,"secondary","no",505,"yes","cellular","may",113,2,"no"
31,"secondary","no",507,"yes","cellular","may",65,2,"no"
34,"secondary","no",382,"yes","cellular","feb",494,2,"no"
38,"tertiary","no",-256,"yes","unknown","may",116,1,"no"
46,"secondary","no",70,"yes","cellular","mar",229,2,"yes"
49,"tertiary","no",4976,"yes","cellular","may",36,9,"no"
27,"secondary","no",223,"yes","cellular","may",297,2,"no"
28,"tertiary","no",6784,"no","cellular","oct",502,1,"yes"
31,"secondary","no",2194,"no","cellular","may",275,2,"no"
54,"secondary","no",492,"no","unknown","jun",330,1,"no"
35,"secondary","no",1055,"no","unknown","nov",150,2,"yes"
39,"secondary","no",2019,"yes","unknown","may",166,1,"no"
32,"secondary","yes",-17,"no","unknown","jul",85,5,"no"
37,"secondary","no",417,"no","cellular","jan",389,1,"no"
37,"tertiary","no",147,"no","unknown","may",416,2,"no"
41,"secondary","no",1838,"yes","telephone","jul",242,4,"no"
41,"unknown","no",5980,"yes","cellular","jul",150,3,"no"
38,"secondary","no",0,"yes","cellular","oct",576,1,"yes"
36,"tertiary","no",1354,"no","cellular","sep",281,3,"yes"
37,"secondary","no",1818,"yes","unknown","may",273,1,"no"
37,"tertiary","no",552,"no","cellular","aug",379,1,"no"
60,"secondary","no",2586,"no","unknown","jun",150,4,"no"
42,"tertiary","no",34,"yes","cellular","may",272,1,"no"
30,"secondary","no",1168,"yes","unknown","may",361,1,"no"
37,"primary","no",378,"yes","unknown","may",514,1,"no"
39,"tertiary","no",155,"no","cellular","nov",449,2,"no"
39,"secondary","no",0,"no","cellular","jan",366,1,"yes"
42,"tertiary","no",2918,"no","unknown","jun",18,1,"no"
54,"tertiary","no",0,"no","cellular","jul",88,1,"no"
37,"secondary","no",57,"yes","unknown","may",142,1,"no"
49,"secondary","no",280,"yes","telephone","jul",162,3,"no"
30,"unknown","no",-142,"yes","cellular","may",144,1,"no"
46,"tertiary","no",1008,"no","cellular","aug",24,13,"no"
27,"secondary","no",23,"no","cellular","feb",590,2,"no"
44,"secondary","no",339,"yes","telephone","aug",244,3,"no"
23,"secondary","no",94,"yes","unknown","may",193,1,"no"
32,"tertiary","no",-196,"yes","unknown","may",163,1,"no"
57,"primary","no",47,"no","unknown","jul",326,1,"no"
36,"secondary","no",2474,"yes","cellular","aug",107,1,"no"
26,"tertiary","no",906,"no","cellular","nov",109,1,"no"
53,"tertiary","no",988,"no","cellular","aug",1408,5,"yes"
34,"secondary","no",3043,"yes","cellular","nov",670,1,"yes"
37,"tertiary","no",4089,"yes","cellular","feb",289,2,"yes"
54,"primary","no",2102,"yes","unknown","may",76,1,"no"
35,"tertiary","yes",0,"yes","cellular","nov",70,1,"no"
30,"primary","no",459,"yes","cellular","jul",494,1,"yes"
36,"secondary","no",20,"yes","unknown","may",186,1,"no"
41,"secondary","no",3234,"yes","cellular","jan",2770,1,"yes"
34,"primary","no",1451,"yes","cellular","apr",765,3,"no"
38,"tertiary","no",1,"no","cellular","sep",342,2,"no"
47,"secondary","no",1167,"yes","cellular","apr",968,1,"yes"
30,"secondary","no",292,"yes","cellular","apr",651,4,"no"
29,"tertiary","no",1366,"yes","unknown","may",273,3,"no"
30,"secondary","no",37,"no","unknown","may",262,2,"no"
39,"primary","no",4,"yes","cellular","nov",206,5,"no"
33,"secondary","no",827,"yes","cellular","aug",58,4,"no"
35,"secondary","no",188,"yes","cellular","may",863,1,"yes"
56,"secondary","no",297,"no","telephone","aug",220,16,"no"
35,"tertiary","no",633,"yes","cellular","feb",76,3,"no"
45,"tertiary","no",1591,"no","cellular","jul",392,4,"no"
40,"tertiary","no",642,"no","cellular","nov",147,3,"no"
29,"secondary","no",1934,"no","cellular","sep",271,1,"yes"
39,"tertiary","no",30,"yes","cellular","may",201,3,"no"
22,"secondary","no",107,"no","cellular","apr",125,1,"yes"
39,"unknown","no",10,"yes","telephone","may",23,3,"no"
42,"secondary","no",2397,"yes","cellular","apr",239,2,"no"
31,"tertiary","no",5889,"yes","unknown","may",237,1,"no"
36,"tertiary","no",247,"no","cellular","apr",351,1,"no"
85,"unknown","no",1934,"no","telephone","jan",140,1,"no"
41,"secondary","no",-56,"yes","cellular","apr",137,1,"no"
29,"tertiary","no",3054,"no","cellular","nov",204,1,"no"
59,"primary","no",0,"no","unknown","jun",39,1,"no"
29,"secondary","no",315,"yes","unknown","jun",121,4,"no"
28,"secondary","no",317,"yes","cellular","jul",673,2,"no"
31,"secondary","no",685,"yes","cellular","may",552,1,"yes"
28,"secondary","no",487,"yes","unknown","may",176,4,"no"
44,"secondary","no",5781,"yes","cellular","may",195,1,"no"
60,"unknown","no",7337,"no","cellular","aug",122,1,"no"
66,"primary","no",1230,"no","cellular","jun",288,6,"yes"
36,"primary","no",1925,"yes","cellular","apr",904,2,"yes"
46,"unknown","no",304,"no","cellular","feb",202,2,"no"
36,"tertiary","no",339,"no","cellular","nov",6,6,"no"
39,"tertiary","no",917,"yes","cellular","feb",161,2,"no"
38,"secondary","no",211,"yes","cellular","jan",236,2,"no"
47,"primary","no",1480,"no","cellular","aug",460,5,"no"
45,"tertiary","no",1411,"no","cellular","sep",800,2,"yes"
27,"secondary","no",162,"no","telephone","apr",116,1,"no"
67,"tertiary","no",361,"no","cellular","oct",411,2,"yes"
44,"secondary","no",14,"no","cellular","nov",167,1,"yes"
29,"tertiary","no",0,"yes","cellular","may",667,2,"yes"
54,"tertiary","no",3076,"no","cellular","may",367,2,"yes"
38,"tertiary","no",10638,"no","unknown","jun",159,2,"no"
47,"tertiary","no",5049,"no","cellular","aug",47,7,"no"
33,"secondary","no",1021,"yes","unknown","jun",361,3,"no"
58,"secondary","no",987,"yes","unknown","may",555,1,"no"
29,"secondary","no",738,"no","unknown","jul",29,1,"no"
31,"secondary","no",43,"no","unknown","jul",484,1,"no"
32,"secondary","no",-667,"yes","cellular","may",152,7,"no"
52,"secondary","no",2816,"no","unknown","jun",492,3,"no"
40,"unknown","no",5847,"no","telephone","nov",206,1,"no"
33,"secondary","no",379,"yes","cellular","jun",263,2,"yes"
30,"secondary","no",1625,"yes","cellular","jul",90,3,"no"
47,"secondary","no",11,"no","cellular","aug",162,2,"no"
34,"tertiary","no",462,"no","cellular","aug",1877,3,"yes"
59,"tertiary","no",-23,"no","cellular","aug",195,7,"no"
50,"secondary","no",1205,"yes","unknown","jun",82,2,"no"
34,"secondary","no",22,"yes","unknown","may",344,1,"no"
31,"secondary","no",1005,"no","cellular","feb",429,2,"no"
45,"secondary","no",728,"yes","cellular","nov",107,1,"no"
48,"secondary","no",201,"no","cellular","nov",594,1,"yes"
38,"secondary","no",0,"no","cellular","jan",240,1,"no"
39,"secondary","no",522,"yes","telephone","may",225,7,"no"
50,"tertiary","no",1822,"yes","cellular","apr",6,1,"no"
36,"tertiary","no",125,"yes","unknown","may",95,3,"no"
30,"secondary","no",938,"no","cellular","jun",171,1,"no"
57,"primary","no",0,"no","unknown","jun",187,2,"no"
47,"secondary","no",129,"no","cellular","feb",110,2,"no"
29,"secondary","yes",-580,"yes","unknown","jun",123,2,"no"
40,"secondary","no",326,"yes","cellular","jul",112,1,"no"
51,"secondary","no",9,"no","unknown","jun",371,2,"yes"
49,"tertiary","no",3293,"no","cellular","may",260,1,"no"
57,"secondary","no",68,"yes","cellular","may",65,2,"no"
32,"tertiary","no",1812,"no","cellular","aug",296,1,"yes"
27,"tertiary","no",390,"no","cellular","oct",190,1,"no"
54,"secondary","no",83,"yes","unknown","may",190,3,"no"
51,"tertiary","no",0,"no","cellular","mar",539,2,"yes"
52,"secondary","no",1374,"yes","cellular","apr",267,2,"no"
38,"secondary","no",-579,"yes","unknown","may",195,2,"no"
35,"tertiary","no",365,"no","cellular","nov",168,2,"no"
31,"tertiary","no",308,"yes","cellular","jan",262,2,"no"
60,"secondary","no",0,"yes","unknown","may",229,1,"no"
57,"secondary","no",2762,"no","telephone","nov",100,1,"no"
31,"tertiary","no",4924,"yes","cellular","nov",316,1,"no"
42,"secondary","yes",923,"yes","unknown","jun",129,2,"no"
32,"tertiary","no",4665,"yes","unknown","may",860,2,"yes"
38,"tertiary","no",6209,"no","unknown","jun",46,10,"no"
32,"secondary","no",9,"yes","cellular","apr",334,2,"no"
58,"tertiary","no",0,"no","cellular","aug",24,9,"no"
53,"tertiary","no",451,"yes","cellular","feb",125,1,"no"
40,"secondary","no",700,"yes","cellular","jul",503,2,"no"
32,"secondary","no",264,"yes","cellular","nov",1502,1,"yes"
28,"secondary","no",113,"no","cellular","apr",108,1,"no"
75,"tertiary","no",6027,"no","cellular","nov",1248,2,"yes"
40,"secondary","no",19343,"yes","cellular","nov",13,4,"no"
44,"secondary","no",13,"no","unknown","jun",116,11,"no"
26,"secondary","no",609,"yes","cellular","jul",594,1,"no"
38,"secondary","no",889,"no","unknown","jun",362,1,"no"
57,"secondary","no",1024,"yes","unknown","may",360,6,"no"
28,"secondary","no",123,"yes","unknown","may",97,1,"no"
58,"primary","no",196,"yes","unknown","may",35,1,"no"
56,"secondary","no",14,"no","cellular","jul",239,1,"no"
46,"tertiary","no",1148,"no","telephone","jul",104,2,"no"
49,"tertiary","no",1791,"no","cellular","sep",139,1,"no"
39,"tertiary","no",0,"no","cellular","apr",486,2,"no"
39,"secondary","no",247,"yes","cellular","apr",244,2,"no"
38,"secondary","no",750,"yes","unknown","may",265,2,"no"
46,"secondary","no",1272,"no","cellular","aug",164,4,"no"
34,"tertiary","no",99,"no","cellular","jul",70,1,"no"
42,"primary","no",-336,"yes","telephone","may",12,6,"no"
30,"secondary","no",57,"no","cellular","feb",465,2,"no"
42,"secondary","no",9324,"no","cellular","aug",67,4,"no"
41,"tertiary","no",3353,"no","cellular","aug",51,2,"no"
30,"primary","no",0,"yes","cellular","may",239,2,"no"
29,"tertiary","no",2325,"no","cellular","feb",125,1,"yes"
34,"tertiary","no",90,"no","cellular","jun",84,1,"no"
32,"tertiary","no",6059,"yes","cellular","nov",110,2,"no"
35,"secondary","no",474,"yes","unknown","may",55,3,"no"
43,"secondary","no",3049,"no","cellular","jan",383,2,"no"
47,"primary","no",574,"yes","cellular","nov",137,5,"no"
58,"primary","no",3109,"no","cellular","jun",295,1,"yes"
34,"secondary","no",183,"no","unknown","jul",88,1,"no"
48,"secondary","no",264,"no","cellular","feb",439,2,"no"
31,"tertiary","no",1411,"yes","unknown","may",121,4,"no"
32,"secondary","no",314,"no","cellular","apr",91,4,"no"
37,"secondary","no",655,"no","cellular","may",272,1,"no"
41,"secondary","no",1956,"no","cellular","may",114,6,"no"
47,"secondary","no",5306,"yes","unknown","may",322,1,"no"
47,"primary","no",6439,"yes","unknown","may",326,3,"no"
32,"primary","no",354,"no","cellular","feb",239,1,"no"
39,"tertiary","no",494,"no","cellular","sep",216,1,"yes"
39,"tertiary","no",2976,"no","cellular","feb",134,12,"no"
30,"tertiary","no",267,"no","cellular","feb",124,1,"no"
35,"tertiary","no",26,"no","cellular","apr",78,2,"yes"
34,"secondary","no",0,"no","cellular","jul",136,2,"no"
40,"secondary","no",-90,"yes","unknown","may",130,1,"no"
25,"secondary","no",1078,"no","telephone","jul",218,2,"no"
